"COU","Country","VAR","Variable","CO2","Country of origin","YEA","Year","Value","Flag Codes","Flags"
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",871,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",1777,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",1819,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",1685,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",1395,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",1422,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",1017,,
"IRL","Ireland","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",1707,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2021","2021",64072,,
"IRL","Ireland","TNBN","Total number of nurses","TOT","Total","2022","2022",67808,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",46.563,,
"IRL","Ireland","SFTN","% of foreign-trained nurses","TOT","Total","2022","2022",49.065,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",211,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",222,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",304,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",390,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",443,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",796,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",1972,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",3279,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",2457,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",2301,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",2236,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",3468,,
"IRL","Ireland","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2022","2022",4003,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2010","2010",390664,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2011","2011",397859,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2012","2012",405624,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2013","2013",414448,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2014","2014",424813,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2015","2015",428401,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2016","2016",433283,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2017","2017",444968,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2018","2018",449781,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2019","2019",449571,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2020","2020",454311,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2021","2021",455090,,
"ITA","Italy","TNBN","Total number of nurses","TOT","Total","2022","2022",455204,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2010","2010",312841,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2011","2011",311428,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2012","2012",310016,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2013","2013",309200,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2014","2014",310888,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2015","2015",318544,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2016","2016",311528,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2017","2017",269912,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2018","2018",267201,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2019","2019",259051,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2020","2020",287830,,
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2021","2021",400151,"B","Break"
"ITA","Italy","DTRN","Domestically-trained nurses","TOT","Total","2022","2022",431343,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2010","2010",22774,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2011","2011",23621,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2012","2012",23915,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2013","2013",24074,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2014","2014",23953,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2015","2015",24246,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2016","2016",23308,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2017","2017",22121,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2018","2018",21561,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2019","2019",21432,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2020","2020",22610,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2021","2021",23712,,
"ITA","Italy","FTNS","Foreign-trained nurses - Stock","TOT","Total","2022","2022",23764,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2010","2010",55049,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2011","2011",62810,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2012","2012",71693,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2013","2013",81174,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2014","2014",89972,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2015","2015",85611,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2016","2016",98447,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2017","2017",152935,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2018","2018",161019,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2019","2019",169088,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2020","2020",143871,,
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2021","2021",31227,"B","Break"
"ITA","Italy","UUUN","Unknown place of training (nurses)","TOT","Total","2022","2022",97,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2010","2010",5.83,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2011","2011",5.94,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2012","2012",5.9,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2013","2013",5.81,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2014","2014",5.64,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2015","2015",5.66,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2016","2016",5.38,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2017","2017",4.97,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2018","2018",4.79,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2019","2019",4.77,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2020","2020",4.98,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2021","2021",5.21,,
"ITA","Italy","SFTN","% of foreign-trained nurses","TOT","Total","2022","2022",5.22,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2010","2010",2105,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2011","2011",1837,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2012","2012",1303,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2013","2013",955,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2014","2014",887,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2015","2015",617,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2016","2016",729,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2017","2017",328,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2018","2018",304,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2019","2019",469,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2020","2020",576,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2021","2021",758,,
"ITA","Italy","IFTN","Foreign-trained nurses - Annual inflow","TOT","Total","2022","2022",765,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2010","2010",49013,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2011","2011",51939,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2012","2012",54511,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2013","2013",55681,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2014","2014",57762,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2015","2015",59144,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2016","2016",60233,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2017","2017",61730,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2018","2018",63278,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2019","2019",65121,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2020","2020",67100,,
"NLD","Netherlands","TNBD","Total number of doctors","TOT","Total","2021","2021",68363,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2010","2010",43839,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2011","2011",46961,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2012","2012",53377,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2013","2013",54539,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2014","2014",56533,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2015","2015",57856,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2016","2016",58897,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2017","2017",60036,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2018","2018",61247,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2019","2019",62788,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2020","2020",64708,,
"NLD","Netherlands","DTRD","Domestically-trained doctors","TOT","Total","2021","2021",65893,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2010","2010",1287,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2011","2011",1352,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2012","2012",1134,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2013","2013",1142,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2014","2014",1229,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2015","2015",1288,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2016","2016",1336,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2017","2017",1694,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2018","2018",2031,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2019","2019",2333,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2020","2020",2392,,
"NLD","Netherlands","FTDS","Foreign-trained doctors - Stock","TOT","Total","2021","2021",2470,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2010","2010",3887,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2011","2011",3626,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2012","2012",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2013","2013",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2014","2014",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2015","2015",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2016","2016",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2017","2017",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2018","2018",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2019","2019",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2020","2020",0,,
"NLD","Netherlands","UUUD","Unknown place of training (doctors)","TOT","Total","2021","2021",0,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2010","2010",2.626,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2011","2011",2.603,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2012","2012",2.08,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2013","2013",2.051,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2014","2014",2.128,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2015","2015",2.178,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2016","2016",2.218,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2017","2017",2.744,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2018","2018",3.21,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2019","2019",3.583,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2020","2020",3.565,,
"NLD","Netherlands","SFTD","% of foreign-trained doctors","TOT","Total","2021","2021",3.613,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2010","2010",226,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2011","2011",158,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2012","2012",177,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2013","2013",93,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2014","2014",137,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2015","2015",161,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2016","2016",123,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2017","2017",196,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2018","2018",145,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2019","2019",420,"B","Break"
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2020","2020",229,,
"NLD","Netherlands","IFTD","Foreign-trained doctors - Annual inflow","TOT","Total","2021","2021",212,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2010","2010",195340,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2011","2011",198694,,
"NLD","Netherlands","TNBN","Total number of nurses","TOT","Total","2012","2012",203261,,
